A2M PROC
GUCY2F PDE6A
GUCY2F PDE6B
GUCY2F PDE6C
GUCY2F PDE6D
GUCY2F PDE6G
GUCY2F PDE6H
GUCY2F PDE9A
GUCY2F PKLR
GUCY2F PKM
GUK1 AK9
GUK1 APRT
GUK1 DGUOK
GUK1 ENTPD1
GUK1 ENTPD3
GUK1 ENTPD8
GUK1 HPRT1
GUK1 ITPA
GUK1 NME1
GUK1 NME1-NME2
GUK1 NME2
GUK1 NME3
GUK1 NME4
GUK1 NME6
GUK1 NME7
GUK1 NT5C
GUK1 NT5C1A
GUK1 NT5C1B
GUK1 NT5C1B-RDH14
GUK1 NT5C2
GUK1 NT5C3A
GUK1 NT5C3B
GUK1 NT5E
GUK1 NT5M
GUK1 PKLR
GUK1 PKM
GUK1 RRM1
GUK1 RRM2
GUK1 RRM2B
GUSB AKR1A1
GUSB GNS
GUSB UGT1A1
GUSB UGT1A10
GUSB UGT1A3
GUSB UGT1A4
GUSB UGT1A5
GUSB UGT1A6
GUSB UGT1A7
GUSB UGT1A8
GUSB UGT1A9
GUSB UGT2A1
GUSB UGT2A2
GUSB UGT2A3
GUSB UGT2B10
GUSB UGT2B11
GUSB UGT2B15
GUSB UGT2B17
GUSB UGT2B28
GUSB UGT2B4
GUSB UGT2B7
GYG1 GBE1
GYG2 GBE1
GYS1 GBE1
GYS1 OGT
GYS2 GBE1
GYS2 OGT
GZMA F2R
GZMA F2RL1
GZMA F2RL2
GZMA F2RL3
GZMA PARD3
GZMB BID
GZMB CASP3
GZMB CASP7
GZMB CASP8
GZMB DFFA
GZMB LMNA
GZMB LMNB1
GZMB LMNB2
GZMB MCL1
GZMB PARP1
GZMB PARP2
GZMB PARP3
GZMB PARP4
GZMB TUBA1A
GZMB TUBA1B
GZMB TUBA1C
GZMB TUBA3C
GZMB TUBA3D
GZMB TUBA3E
GZMB TUBA4A
GZMB TUBA8
GZMB TUBAL3
H3-3A CXCL8
H3-3B CXCL8
H3-4 CXCL8
H3-5 CXCL8
H3C1 CXCL8
H3C10 CXCL8
H3C11 CXCL8
H3C12 CXCL8
H3C13 CXCL8
H3C14 CXCL8
H3C15 CXCL8
H3C2 CXCL8
H3C3 CXCL8
H3C4 CXCL8
H3C6 CXCL8
H3C7 CXCL8
H3C8 CXCL8
H6PD IDNK
H6PD PGD
HAAO CAT
HAAO KYNU
HACD1 TECR
HACD2 TECR
HACD3 TECR
HACD4 TECR
HADH ABAT
HADH ACAA2
HADH ACAT1
HADH ACAT2
HADH ALDH1B1
HADH ALDH2
HADH ALDH3A2
HADH ALDH6A1
HADH ALDH7A1
HADH ALDH9A1
HADH AOX1
HADH ECHS1
HADH EHHADH
HADH HADHA
HADH HADHB
HADH HIBCH
HADHA ACAA2
HADHA ACADL
HADHA ACADM
HADHA ACADS
HADHA ACADSB
HADHA ACADVL
HADHA ACOX1
HADHA ACOX3
HADHA ECHS1
HADHA EHHADH
HADHA GCDH
HADHA HADH
HADHA HADHB
HADHA HIBCH
HADHA HSD17B10
HADHA IVD
HADHA MECR
HADHB ACADSB
HADHB ACOX1
HADHB ACOX3
HADHB ALDH6A1
HADHB EHHADH
HADHB HADH
HADHB HADHA
HADHB HSD17B10
HADHB MECR
HADHB PCCA
HADHB PCCB
HAL CARNS1
HAL CNDP1
HAL CNDP2
HAL HDC
HAO1 AGXT
HAO1 CAT
HAO1 GRHPR
HAO1 PGP
HAO2 AGXT
HAO2 CAT
HAO2 GRHPR
HAO2 PGP
HBA1 HPR
HBA2 HPR
HBB HPR
HBEGF EGFR
HBEGF ERBB4
HBS1L PELO
HCAR1 GNAI1
HCAR1 GNAI2
HCAR1 GNAI3
HCAR2 GNAI1
HCAR2 GNAI2
HCAR2 GNAI3
HCAR3 GNAI1
HCAR3 GNAI2
HCAR3 GNAI3
HCCS FECH
HCCS HMOX1
HCCS HMOX2
HCK FCGR1A
HCK FCGR2A
HCK FCGR3A
HCK FCGR3B
HCK GAB2
HCK ITK
HCK PIK3CA
HCK PIK3CB
HCK PIK3CD
HCK PIK3R1
HCK PIK3R2
HCK PIK3R3
HCK PTK2
HCK PTK2B
HCK SHC1
HCK SHC2
HCK SHC3
HCK SHC4
HCLS1 ACTB
HCLS1 ACTG1
HCLS1 ACTR2
HCLS1 ACTR3
HCLS1 ACTR3B
HCLS1 ACTR3C
HCLS1 ARPC1A
HCLS1 ARPC1B
HCLS1 ARPC2
HCLS1 ARPC3
HCLS1 ARPC4
HCLS1 ARPC5
HCLS1 ARPC5L
HCLS1 CRK
HCLS1 CRKL
HCLS1 DNM1
HCLS1 DNM2
HCLS1 DNM3
HCLS1 WAS
HCLS1 WHAMM
HCRT HCRTR1
HCRT HCRTR2
HCST GRB2
HCST KLRC4-KLRK1
HCST KLRK1
HCST PIK3CA
HCST PIK3CB
HCST PIK3CD
HCST PIK3R1
HCST PIK3R2
HCST PIK3R3
HCST PLCG1
HCST PLCG2
HDAC1 FOS
HDAC1 RB1
HDAC1 RBPJ
HDAC1 RBPJL
HDAC1 SIRT1
HDAC2 FOS
HDAC2 RB1
HDAC2 RBPJ
HDAC2 RBPJL
HDAC2 SIRT1
HDAC4 BORCS8-MEF2B
HDAC4 MEF2A
HDAC4 MEF2B
HDAC4 MEF2C
HDAC4 MEF2D
HDAC5 BORCS8-MEF2B
HDAC5 MEF2A
HDAC5 MEF2B
HDAC5 MEF2C
HDAC5 MEF2D
HDC AOC1
HDC CNDP1
HDC HNMT
HDDC3 AK9
HDDC3 CANT1
HDDC3 ENTPD1
HDDC3 ENTPD3
HDDC3 ENTPD4
HDDC3 ENTPD5
HDDC3 ENTPD6
HDDC3 ENTPD8
HDDC3 GUK1
HDDC3 NME1
HDDC3 NME1-NME2
HDDC3 NME2
HDDC3 NME3
HDDC3 NME4
HDDC3 NME6
HDDC3 NME7
HDDC3 PKLR
HDDC3 PKM
HDDC3 RRM1
HDDC3 RRM2
HDDC3 RRM2B
HEPH FECH
HEPH HMOX1
HEPH HMOX2
HES1 CCND1
HES1 CDKN1A
HES1 ERBB2
HES1 MYC
HES1 NEUROG3
HES1 NFKB2
HES5 CCND1
HES5 CDKN1A
HES5 ERBB2
HES5 MYC
HES5 NFKB2
HEXA B3GALT4
HEXA GBGT1
HEXA GLA
HEXA NAGK
HEXA RENBP
HEXA ST3GAL5
HEXA ST8SIA1
HEXB B3GALT4
HEXB GBGT1
HEXB GLA
HEXB NAGK
HEXB RENBP
HEXB ST3GAL5
HEXB ST8SIA1
HEY1 CCND1
HEY1 CDKN1A
HEY1 ERBB2
HEY1 MYC
HEY1 NFKB2
HEY2 CCND1
HEY2 CDKN1A
HEY2 ERBB2
HEY2 MYC
HEY2 NFKB2
HEYL CCND1
HEYL CDKN1A
HEYL ERBB2
HEYL MYC
HEYL NFKB2
HGD HPD
HGF CSF1R
HGF EGFR
HGF EPHA2
HGF ERBB2
HGF ERBB3
HGF ERBB4
HGF FGFR1
HGF FGFR2
HGF FGFR3
HGF FGFR4
HGF FLT1
HGF FLT3
HGF FLT4
HGF IGF1R
HGF INSR
HGF KDR
HGF KIT
HGF MET
HGF NGFR
HGF NTRK1
HGF NTRK2
HGF PDGFRA
HGF PDGFRB
HGF TEK
HGS STAM
HGS STAM2
HGSNAT NAGLU
HHEX PDX1
HHIP DHH
HHIP IHH
HHIP SHH
HIBADH HIBCH
HIBCH ECHS1
HIBCH EHHADH
HIBCH HADHA
HIF1A ARNT
HIF1A ARNT2
HIF1A BNIP3
HIF1A BNIP3L
HIF1A CD274
HIF1A CHKA
HIF1A CHKB
HIF1A CREBBP
HIF1A CXCL1
HIF1A CXCL2
HIF1A CXCL3
HIF1A DDIT4
HIF1A EP300
HIF1A FGF2
HIF1A HK1
HIF1A HK2
HIF1A HK3
HIF1A HKDC1
HIF1A LDHA
HIF1A LDHAL6A
HIF1A LDHAL6B
HIF1A LDHB
HIF1A LDHC
HIF1A PDGFB
HIF1A PDK1
HIF1A PFKL
HIF1A PFKM
HIF1A PFKP
HIF1A PGAM1
HIF1A PGAM2
HIF1A PGAM4
HIF1A PGF
HIF1A PKM
HIF1A SLC2A1
HIF1A TGFA
HIF1A TGFB1
HIF1A TGFB2
HIF1A TGFB3
HIF1A VEGFA
HIF1A VEGFB
HIF1A VEGFC
HIF1A VEGFD
HIPK1 TP53
HIPK2 TP53
HIPK3 TP53
HIPK4 TP53
HK1 FBP1
HK1 FBP2
HK1 GALM
HK1 GFPT1
HK1 GFPT2
HK1 GLB1
HK1 GNPDA1
HK1 GNPDA2
HK1 GPI
HK1 LCT
HK1 MPI
HK1 PFKFB1
HK1 PFKFB2
HK1 PFKFB3
HK1 PFKFB4
HK1 PFKL
HK1 PFKM
HK1 PFKP
HK1 PGM1
HK1 PGM2
HK1 PKLR
HK1 PKM
HK1 PMM1
HK1 PMM2
HK1 TIGAR
HK2 FBP1
HK2 FBP2
HK2 GALM
HK2 GFPT1
HK2 GFPT2
HK2 GLB1
HK2 GNPDA1
HK2 GNPDA2
HK2 GPI
HK2 LCT
HK2 MPI
HK2 PFKFB1
HK2 PFKFB2
HK2 PFKFB3
HK2 PFKFB4
HK2 PFKL
HK2 PFKM
HK2 PFKP
HK2 PGM1
HK2 PGM2
HK2 PKLR
HK2 PKM
HK2 PMM1
HK2 PMM2
HK2 TIGAR
HK3 FBP1
HK3 FBP2
HK3 GALM
HK3 GFPT1
HK3 GFPT2
HK3 GLB1
HK3 GNPDA1
HK3 GNPDA2
HK3 GPI
HK3 LCT
HK3 MPI
HK3 PFKFB1
HK3 PFKFB2
HK3 PFKFB3
HK3 PFKFB4
HK3 PFKL
HK3 PFKM
HK3 PFKP
HK3 PGM1
HK3 PGM2
HK3 PKLR
HK3 PKM
HK3 PMM1
HK3 PMM2
HK3 TIGAR
HKDC1 FBP1
HKDC1 FBP2
HKDC1 GALM
HKDC1 GFPT1
HKDC1 GFPT2
HKDC1 GLB1
HKDC1 GNPDA1
HKDC1 GNPDA2
HKDC1 GPI
HKDC1 LCT
HKDC1 MPI
HKDC1 PFKFB1
HKDC1 PFKFB2
HKDC1 PFKFB3
HKDC1 PFKFB4
HKDC1 PFKL
HKDC1 PFKM
HKDC1 PFKP
HKDC1 PGM1
HKDC1 PGM2
HKDC1 PKLR
HKDC1 PKM
HKDC1 PMM1
HKDC1 PMM2
HKDC1 TIGAR
HLA-A AP1B1
HLA-A AP1G1
HLA-A AP1G2
HLA-A AP1M1
HLA-A AP1M2
HLA-A AP1S1
HLA-A AP1S2
HLA-A AP1S3
HLA-A B2M
HLA-A CD8A
HLA-A CD8B
HLA-A CD8B2
HLA-A HLA-B
HLA-A HLA-C
HLA-A HLA-E
HLA-A HLA-F
HLA-A HLA-G
HLA-A KIR2DL1
HLA-A KIR2DL2
HLA-A KIR2DL3
HLA-A KIR2DL4
HLA-A KIR2DL5A
HLA-A KIR2DS1
HLA-A KIR2DS2
HLA-A KIR2DS3
HLA-A KIR2DS4
HLA-A KIR2DS5
HLA-A KIR3DL1
HLA-A KIR3DL2
HLA-A KIR3DL3
HLA-A KLRC1
HLA-A KLRC2
HLA-A KLRC3
HLA-A KLRC4
HLA-A KLRD1
HLA-B AP1B1
HLA-B AP1G1
HLA-B AP1G2
HLA-B AP1M1
HLA-B AP1M2
HLA-B AP1S1
HLA-B AP1S2
HLA-B AP1S3
HLA-B B2M
HLA-B CD8A
HLA-B CD8B
HLA-B CD8B2
HLA-B HLA-A
HLA-B HLA-C
HLA-B HLA-E
HLA-B HLA-F
HLA-B HLA-G
HLA-B KIR2DL1
HLA-B KIR2DL2
HLA-B KIR2DL3
HLA-B KIR2DL4
HLA-B KIR2DL5A
HLA-B KIR2DS1
HLA-B KIR2DS2
HLA-B KIR2DS3
HLA-B KIR2DS4
HLA-B KIR2DS5
HLA-B KIR3DL1
HLA-B KIR3DL2
HLA-B KIR3DL3
HLA-B KLRC1
HLA-B KLRC2
HLA-B KLRC3
HLA-B KLRC4
HLA-B KLRD1
HLA-C AP1B1
HLA-C AP1G1
HLA-C AP1G2
HLA-C AP1M1
HLA-C AP1M2
HLA-C AP1S1
HLA-C AP1S2
HLA-C AP1S3
HLA-C B2M
HLA-C CD8A
HLA-C CD8B
HLA-C CD8B2
HLA-C HLA-A
HLA-C HLA-B
HLA-C HLA-E
HLA-C HLA-F
HLA-C HLA-G
HLA-C KIR2DL1
HLA-C KIR2DL2
HLA-C KIR2DL3
HLA-C KIR2DL4
HLA-C KIR2DL5A
HLA-C KIR2DS1
HLA-C KIR2DS2
HLA-C KIR2DS3
HLA-C KIR2DS4
HLA-C KIR2DS5
HLA-C KIR3DL1
HLA-C KIR3DL2
HLA-C KIR3DL3
HLA-C KLRC1
HLA-C KLRC2
HLA-C KLRC3
HLA-C KLRC4
HLA-C KLRD1
HLA-DMA CD247
HLA-DMA CD4
HLA-DMA CD74
HLA-DMA HLA-DMB
HLA-DMA HLA-DOA
HLA-DMA HLA-DOB
HLA-DMA HLA-DPA1
HLA-DMA HLA-DPB1
HLA-DMA HLA-DQA1
HLA-DMA HLA-DQA2
HLA-DMA HLA-DQB1
HLA-DMA HLA-DRA
HLA-DMA HLA-DRB1
HLA-DMA HLA-DRB3
HLA-DMA HLA-DRB4
HLA-DMA HLA-DRB5
HLA-DMB CD247
HLA-DMB CD4
HLA-DMB CD74
HLA-DMB HLA-DMA
HLA-DMB HLA-DOA
HLA-DMB HLA-DOB
HLA-DMB HLA-DPA1
HLA-DMB HLA-DPB1
HLA-DMB HLA-DQA1
HLA-DMB HLA-DQA2
HLA-DMB HLA-DQB1
HLA-DMB HLA-DRA
HLA-DMB HLA-DRB1
HLA-DMB HLA-DRB3
HLA-DMB HLA-DRB4
HLA-DMB HLA-DRB5
HLA-DOA CD247
HLA-DOA CD4
HLA-DOA HLA-DMA
HLA-DOA HLA-DMB
HLA-DOA HLA-DOB
HLA-DOA HLA-DPA1
HLA-DOA HLA-DPB1
HLA-DOA HLA-DQA1
HLA-DOA HLA-DQA2
HLA-DOA HLA-DQB1
HLA-DOA HLA-DRA
HLA-DOA HLA-DRB1
HLA-DOA HLA-DRB3
HLA-DOA HLA-DRB4
HLA-DOA HLA-DRB5
HLA-DOB CD247
HLA-DOB CD4
HLA-DOB HLA-DMA
HLA-DOB HLA-DMB
HLA-DOB HLA-DOA
HLA-DOB HLA-DPA1
HLA-DOB HLA-DPB1
HLA-DOB HLA-DQA1
HLA-DOB HLA-DQA2
HLA-DOB HLA-DQB1
HLA-DOB HLA-DRA
HLA-DOB HLA-DRB1
HLA-DOB HLA-DRB3
HLA-DOB HLA-DRB4
HLA-DOB HLA-DRB5
HLA-DPA1 CD247
HLA-DPA1 CD4
HLA-DPA1 HLA-DMA
HLA-DPA1 HLA-DMB
HLA-DPA1 HLA-DOA
HLA-DPA1 HLA-DOB
HLA-DPA1 HLA-DPB1
HLA-DPA1 HLA-DQA1
HLA-DPA1 HLA-DQA2
HLA-DPA1 HLA-DQB1
HLA-DPA1 HLA-DRA
HLA-DPA1 HLA-DRB1
HLA-DPA1 HLA-DRB3
HLA-DPA1 HLA-DRB4
HLA-DPA1 HLA-DRB5
HLA-DPB1 CD247
HLA-DPB1 CD4
HLA-DPB1 HLA-DMA
HLA-DPB1 HLA-DMB
HLA-DPB1 HLA-DOA
HLA-DPB1 HLA-DOB
HLA-DPB1 HLA-DPA1
HLA-DPB1 HLA-DQA1
HLA-DPB1 HLA-DQA2
HLA-DPB1 HLA-DQB1
HLA-DPB1 HLA-DRA
HLA-DPB1 HLA-DRB1
HLA-DPB1 HLA-DRB3
HLA-DPB1 HLA-DRB4
HLA-DPB1 HLA-DRB5
HLA-DQA1 CD247
HLA-DQA1 CD4
HLA-DQA1 HLA-DMA
HLA-DQA1 HLA-DMB
HLA-DQA1 HLA-DOA
HLA-DQA1 HLA-DOB
HLA-DQA1 HLA-DPA1
HLA-DQA1 HLA-DPB1
HLA-DQA1 HLA-DQA2
HLA-DQA1 HLA-DQB1
HLA-DQA1 HLA-DRA
HLA-DQA1 HLA-DRB1
HLA-DQA1 HLA-DRB3
HLA-DQA1 HLA-DRB4
HLA-DQA1 HLA-DRB5
HLA-DQA2 CD247
HLA-DQA2 CD4
HLA-DQA2 HLA-DMA
HLA-DQA2 HLA-DMB
HLA-DQA2 HLA-DOA
HLA-DQA2 HLA-DOB
HLA-DQA2 HLA-DPA1
HLA-DQA2 HLA-DPB1
HLA-DQA2 HLA-DQA1
HLA-DQA2 HLA-DQB1
HLA-DQA2 HLA-DRA
HLA-DQA2 HLA-DRB1
HLA-DQA2 HLA-DRB3
HLA-DQA2 HLA-DRB4
HLA-DQA2 HLA-DRB5
HLA-DQB1 CD247
HLA-DQB1 CD4
HLA-DQB1 HLA-DMA
HLA-DQB1 HLA-DMB
HLA-DQB1 HLA-DOA
HLA-DQB1 HLA-DOB
HLA-DQB1 HLA-DPA1
HLA-DQB1 HLA-DPB1
HLA-DQB1 HLA-DQA1
HLA-DQB1 HLA-DQA2
HLA-DQB1 HLA-DRA
HLA-DQB1 HLA-DRB1
HLA-DQB1 HLA-DRB3
HLA-DQB1 HLA-DRB4
HLA-DQB1 HLA-DRB5
HLA-DRA CD247
HLA-DRA CD4
HLA-DRA HLA-DMA
HLA-DRA HLA-DMB
HLA-DRA HLA-DOA
HLA-DRA HLA-DOB
HLA-DRA HLA-DPA1
HLA-DRA HLA-DPB1
HLA-DRA HLA-DQA1
HLA-DRA HLA-DQA2
HLA-DRA HLA-DQB1
HLA-DRA HLA-DRB1
HLA-DRA HLA-DRB3
HLA-DRA HLA-DRB4
HLA-DRA HLA-DRB5
HLA-DRB1 CD247
HLA-DRB1 CD4
HLA-DRB1 HLA-DMA
HLA-DRB1 HLA-DMB
HLA-DRB1 HLA-DOA
HLA-DRB1 HLA-DOB
HLA-DRB1 HLA-DPA1
HLA-DRB1 HLA-DPB1
HLA-DRB1 HLA-DQA1
HLA-DRB1 HLA-DQA2
HLA-DRB1 HLA-DQB1
HLA-DRB1 HLA-DRA
HLA-DRB1 HLA-DRB3
HLA-DRB1 HLA-DRB4
HLA-DRB1 HLA-DRB5
HLA-DRB3 CD247
HLA-DRB3 CD4
HLA-DRB3 HLA-DMA
HLA-DRB3 HLA-DMB
HLA-DRB3 HLA-DOA
HLA-DRB3 HLA-DOB
HLA-DRB3 HLA-DPA1
HLA-DRB3 HLA-DPB1
HLA-DRB3 HLA-DQA1
HLA-DRB3 HLA-DQA2
HLA-DRB3 HLA-DQB1
HLA-DRB3 HLA-DRA
HLA-DRB3 HLA-DRB1
HLA-DRB3 HLA-DRB4
HLA-DRB3 HLA-DRB5
HLA-DRB4 CD247
HLA-DRB4 CD4
HLA-DRB4 HLA-DMA
HLA-DRB4 HLA-DMB
HLA-DRB4 HLA-DOA
HLA-DRB4 HLA-DOB
HLA-DRB4 HLA-DPA1
HLA-DRB4 HLA-DPB1
HLA-DRB4 HLA-DQA1
HLA-DRB4 HLA-DQA2
HLA-DRB4 HLA-DQB1
HLA-DRB4 HLA-DRA
HLA-DRB4 HLA-DRB1
HLA-DRB4 HLA-DRB3
HLA-DRB4 HLA-DRB5
HLA-DRB5 CD247
HLA-DRB5 CD4
HLA-DRB5 HLA-DMA
HLA-DRB5 HLA-DMB
HLA-DRB5 HLA-DOA
HLA-DRB5 HLA-DOB
HLA-DRB5 HLA-DPA1
HLA-DRB5 HLA-DPB1
HLA-DRB5 HLA-DQA1
HLA-DRB5 HLA-DQA2
HLA-DRB5 HLA-DQB1
HLA-DRB5 HLA-DRA
HLA-DRB5 HLA-DRB1
HLA-DRB5 HLA-DRB3
HLA-DRB5 HLA-DRB4
HLA-E AP1B1
HLA-E AP1G1
HLA-E AP1G2
HLA-E AP1M1
HLA-E AP1M2
HLA-E AP1S1
HLA-E AP1S2
HLA-E AP1S3
HLA-E B2M
HLA-E CD8A
HLA-E CD8B
HLA-E CD8B2
HLA-E HLA-A
HLA-E HLA-B
HLA-E HLA-C
HLA-E HLA-F
HLA-E HLA-G
HLA-E KIR2DL1
HLA-E KIR2DL2
HLA-E KIR2DL3
HLA-E KIR2DL4
HLA-E KIR2DL5A
HLA-E KIR2DS1
HLA-E KIR2DS2
HLA-E KIR2DS3
HLA-E KIR2DS4
HLA-E KIR2DS5
HLA-E KIR3DL1
HLA-E KIR3DL2
HLA-E KIR3DL3
HLA-E KLRC1
HLA-E KLRC2
HLA-E KLRC3
HLA-E KLRC4
HLA-E KLRD1
HLA-F AP1B1
HLA-F AP1G1
HLA-F AP1G2
HLA-F AP1M1
HLA-F AP1M2
HLA-F AP1S1
HLA-F AP1S2
HLA-F AP1S3
HLA-F B2M
HLA-F CD8A
HLA-F CD8B
HLA-F CD8B2
HLA-F HLA-A
HLA-F HLA-B
HLA-F HLA-C
HLA-F HLA-E
HLA-F HLA-G
HLA-F KIR2DL1
HLA-F KIR2DL2
HLA-F KIR2DL3
HLA-F KIR2DL4
HLA-F KIR2DL5A
HLA-F KIR2DS1
HLA-F KIR2DS2
HLA-F KIR2DS3
HLA-F KIR2DS4
HLA-F KIR2DS5
HLA-F KIR3DL1
HLA-F KIR3DL2
HLA-F KIR3DL3
HLA-F KLRC1
HLA-F KLRC2
HLA-F KLRC3
HLA-F KLRC4
HLA-F KLRD1
HLA-G AP1B1
HLA-G AP1G1
HLA-G AP1G2
HLA-G AP1M1
HLA-G AP1M2
HLA-G AP1S1
HLA-G AP1S2
HLA-G AP1S3
HLA-G B2M
HLA-G CD8A
HLA-G CD8B
HLA-G CD8B2
HLA-G HLA-A
HLA-G HLA-B
HLA-G HLA-C
HLA-G HLA-E
HLA-G HLA-F
HLA-G KIR2DL1
HLA-G KIR2DL2
HLA-G KIR2DL3
HLA-G KIR2DL4
HLA-G KIR2DL5A
HLA-G KIR2DS1
HLA-G KIR2DS2
HLA-G KIR2DS3
HLA-G KIR2DS4
HLA-G KIR2DS5
HLA-G KIR3DL1
HLA-G KIR3DL2
HLA-G KIR3DL3
HLA-G KLRC1
HLA-G KLRC2
HLA-G KLRC3
HLA-G KLRC4
HLA-G KLRD1
HLCS BTD
HMBS ALAD
HMGB1 BECN1
HMGB1 BECN2
HMGCL ACAA1
HMGCL ACAA2
HMGCL ACAT1
HMGCL ACAT2
HMGCL AUH
HMGCL BDH1
HMGCL BDH2
HMGCL HADHB
HMGCL HMGCS1
HMGCL HMGCS2
HMGCL OXCT1
HMGCL OXCT2
HMGCLL1 ACAA1
HMGCLL1 ACAA2
HMGCLL1 ACAT1
HMGCLL1 ACAT2
HMGCLL1 AUH
HMGCLL1 BDH1
HMGCLL1 BDH2
HMGCLL1 HADHB
HMGCLL1 HMGCS1
HMGCLL1 HMGCS2
HMGCLL1 OXCT1
HMGCLL1 OXCT2
HMGCR MVK
HMGCS1 ACAA1
HMGCS1 ACAA2
HMGCS1 ACAT1
HMGCS1 ACAT2
HMGCS1 AUH
HMGCS1 EHHADH
HMGCS1 HADH
HMGCS1 HADHB
HMGCS1 HMGCL
HMGCS1 HMGCLL1
HMGCS1 HMGCR
HMGCS1 OXCT1
HMGCS1 OXCT2
HMGCS2 ACAA1
HMGCS2 ACAA2
HMGCS2 ACAT1
HMGCS2 ACAT2
HMGCS2 AUH
HMGCS2 EHHADH
HMGCS2 HADH
HMGCS2 HADHB
HMGCS2 HMGCL
HMGCS2 HMGCLL1
HMGCS2 HMGCR
HMGCS2 OXCT1
HMGCS2 OXCT2
HMOX1 BLVRA
HMOX1 BLVRB
HMOX1 COX10
HMOX2 BLVRA
HMOX2 BLVRB
HMOX2 COX10
HNF1A FOXA3
HNF1A HNF4A
HNF1A HNF4G
HNF4A G6PC
HNF4A G6PC2
HNF4A G6PC3
HNF4A PCK1
HNF4A PCK2
HNF4A PKLR
HNF4A SLC2A2
HOGA1 AGXT
HOGA1 GRHPR
HOGA1 HAO1
HOGA1 HAO2
HOMER1 GRM1
HOMER1 GRM5
HOMER1 HOMER2
HOMER1 HOMER3
HOMER1 ITPR1
HOMER1 ITPR2
HOMER1 ITPR3
HOMER1 PIK3CA
HOMER1 PIK3CB
HOMER1 PIK3CD
HOMER1 PIK3R1
HOMER1 PIK3R2
HOMER1 PIK3R3
HOMER2 GRM1
HOMER2 GRM5
HOMER2 HOMER1
HOMER2 HOMER3
HOMER2 ITPR1
HOMER2 ITPR2
HOMER2 ITPR3
HOMER2 PIK3CA
HOMER2 PIK3CB
HOMER2 PIK3CD
HOMER2 PIK3R1
HOMER2 PIK3R2
HOMER2 PIK3R3
HOMER3 GRM1
HOMER3 GRM5
HOMER3 HOMER1
HOMER3 HOMER2
HOMER3 ITPR1
HOMER3 ITPR2
HOMER3 ITPR3
HOMER3 PIK3CA
HOMER3 PIK3CB
HOMER3 PIK3CD
HOMER3 PIK3R1
HOMER3 PIK3R2
HOMER3 PIK3R3
HPD GOT1
HPD GOT2
HPD IL4I1
HPD MIF
HPD TAT
HPGDS ADH1A
HPGDS ADH1B
HPGDS ADH1C
HPGDS ADH4
HPGDS ADH5
HPGDS ADH6
HPGDS ADH7
HPGDS ALDH1A3
HPGDS ALDH3A1
HPGDS ALDH3B1
HPGDS ALDH3B2
HPGDS CYP1A1
HPGDS CYP1A2
HPGDS CYP1B1
HPGDS CYP2A13
HPGDS CYP2C9
HPGDS CYP2E1
HPGDS CYP3A4
HPGDS EPHX1
HPGDS GGT1
HPGDS GGT5
HPGDS GGT6
HPGDS GGT7
HPGDS GPX1
HPGDS GPX2
HPGDS GPX3
HPGDS GPX4
HPGDS GPX5
HPGDS GPX6
HPGDS GPX7
HPGDS GPX8
HPGDS GSTA1
HPGDS GSTA2
HPGDS GSTA3
HPGDS GSTA4
HPGDS GSTA5
HPGDS GSTK1
HPGDS GSTM1
HPGDS GSTM2
HPGDS GSTM3
HPGDS GSTM4
HPGDS GSTM5
HPGDS GSTO1
HPGDS GSTO2
HPGDS GSTP1
HPGDS GSTT1
HPGDS GSTT2
HPGDS GSTT2B
HPGDS MGST1
HPGDS MGST2
HPGDS MGST3
HPGDS PRXL2B
HPGDS TXNDC12
HPRT1 ENPP1
HPRT1 ENPP3
HPRT1 GDA
HPRT1 IMPDH1
HPRT1 IMPDH2
HPRT1 ITPA
HPRT1 NT5C
HPRT1 NT5C1A
HPRT1 NT5C1B
HPRT1 NT5C1B-RDH14
HPRT1 NT5C2
HPRT1 NT5C3A
HPRT1 NT5C3B
HPRT1 NT5E
HPRT1 NT5M
HPRT1 TPMT
HPRT1 XDH
HPSE IDS
HPSE SDC1
HPSE2 IDS
HPSE2 SDC1
HRAS AFDN
HRAS ARAF
HRAS ARHGEF6
HRAS BRAF
HRAS BRAP
HRAS CDKN2A
HRAS FOS
HRAS HIF1A
HRAS JUN
HRAS MAP2K1
HRAS MAP2K2
HRAS MAP3K1
HRAS MAP3K3
HRAS MAPK1
HRAS MAPK10
HRAS MAPK11
HRAS MAPK12
HRAS MAPK13
HRAS MAPK14
HRAS MAPK3
HRAS MAPK8
HRAS MAPK9
HRAS MOS
HRAS PDPK1
HRAS PIK3CA
HRAS PIK3CB
HRAS PIK3CD
HRAS PIK3R1
HRAS PIK3R2
HRAS PIK3R3
HRAS PLCE1
HRAS PLCG1
HRAS PLD1
HRAS PLD2
HRAS RAF1
HRAS RALBP1
HRAS RALGDS
HRAS RAPGEF5
HRAS RASSF1
HRAS RASSF5
HRAS RGL1
HRAS RGL2
HRAS RIN1
HRAS RPS6KA1
HRAS RPS6KA2
HRAS RPS6KA3
HRAS RPS6KA6
HRAS TIAM1
HRC ATP2A1
HRC ATP2A2
HRC ATP2A3
HRC TRDN
HRH1 GNA11
HRH1 GNA14
HRH1 GNA15
HRH1 GNAQ
HRH2 GNAL
HRH2 GNAS
HSD11B1 AKR1C4
HSD11B1 CYP1A1
HSD11B1 CYP2A13
HSD11B1 CYP2A6
HSD11B1 HSD3B1
